NAME                                                                           VERSION                              TYPE                                     
q                                                                              1.5.1                                npm                                      
qs                                                                             6.13.0                               npm                                      
querystringify                                                                 2.2.0                                npm                                      
queue-microtask                                                                1.2.3                                npm                                      
raf                                                                            3.4.1                                npm                                      
randombytes                                                                    2.1.0                                npm                                      
range-parser                                                                   1.2.1                                npm                                      
raw-body                                                                       2.5.2                                npm                                      
react                                                                          18.3.1                               npm                                      
react                                                                          19.2.3                               npm                                      
react-app-polyfill                                                             3.0.0                                npm                                      
react-dev-utils                                                                12.0.1                               npm                                      
react-dom                                                                      18.3.1                               npm                                      
react-dom                                                                      19.2.3                               npm                                      
react-error-overlay                                                            6.1.0                                npm                                      
react-is                                                                       16.13.1                              npm                                      
react-is                                                                       17.0.2                               npm                                      
react-is                                                                       18.3.1                               npm                                      
react-refresh                                                                  0.11.0                               npm                                      
react-scripts                                                                  5.0.1                                npm                                      
read-cache                                                                     1.0.0                                npm                                      
readable-stream                                                                2.3.8                                npm                                      
readable-stream                                                                3.6.2                                npm                                      
readdirp                                                                       3.6.0                                npm                                      
recursive-readdir                                                              2.2.3                                npm                                      
reflect.getprototypeof                                                         1.0.10                               npm                                      
regenerate                                                                     1.4.2                                npm                                      
regenerate-unicode-properties                                                  10.2.2                               npm                                      
regenerator-runtime                                                            0.13.11                              npm                                      
regex                                                                          2026.3.32                            python                                   
regex-parser                                                                   2.3.1                                npm                                      
regexp.prototype.flags                                                         1.5.4                                npm                                      
regexpu-core                                                                   6.4.0                                npm                                      
regjsgen                                                                       0.8.0                                npm                                      
regjsparser                                                                    0.13.0                               npm                                      
relateurl                                                                      0.2.7                                npm                                      
renderkid                                                                      3.0.0                                npm                                      
require-directory                                                              2.1.1                                npm                                      
require-from-string                                                            2.0.2                                npm                                      
requires-port                                                                  1.0.0                                npm                                      
resampy                                                                        0.4.3                                python                                   
resolve                                                                        1.22.10                              npm                                      
resolve                                                                        2.0.0-next.5                         npm                                      
resolve-cwd                                                                    3.0.0                                npm                                      
resolve-from                                                                   4.0.0                                npm                                      
resolve-from                                                                   5.0.0                                npm                                      
resolve-url-loader                                                             4.0.0                                npm                                      
resolve.exports                                                                1.1.1                                npm                                      
retry                                                                          0.13.1                               npm                                      
reusify                                                                        1.1.0                                npm                                      
rich                                                                           14.3.3                               python                                   
rich-toolkit                                                                   0.19.7                               python                                   
rignore                                                                        0.7.6                                python                                   
rimraf                                                                         3.0.2                                npm                                      
rollup                                                                         2.79.2                               npm                                      
rollup-plugin-terser                                                           7.0.2                                npm                                      
run-parallel                                                                   1.2.0                                npm                                      
s3transfer                                                                     0.14.0                               python                                   
safe-array-concat                                                              1.1.3                                npm                                      
safe-buffer                                                                    5.1.2                                npm                                      
safe-buffer                                                                    5.2.1                                npm                                      
safe-push-apply                                                                1.0.0                                npm                                      
safe-regex-test                                                                1.1.0                                npm                                      
safer-buffer                                                                   2.1.2                                npm                                      
safetensors                                                                    0.7.0                                python                                   
sanitize.css                                                                   13.0.0                               npm                                      
sass-loader                                                                    12.6.0                               npm                                      
sax                                                                            1.2.4                                npm                                      
saxes                                                                          5.0.1                                npm                                      
scheduler                                                                      0.23.2                               npm                                      
scheduler                                                                      0.27.0                               npm                                      
schema-utils                                                                   2.7.0                                npm                                      
schema-utils                                                                   2.7.1                                npm                                      
schema-utils                                                                   3.3.0                                npm                                      
schema-utils                                                                   4.3.3                                npm                                      
scipy                                                                          1.17.1                               python                                   
select-hose                                                                    2.0.0                                npm                                      
selfsigned                                                                     2.4.1                                npm                                      
semver                                                                         6.3.1                                npm                     (+1 duplicate)   
semver                                                                         7.7.2                                npm                                      
semver                                                                         7.7.4                                npm                                      
send                                                                           0.19.0                               npm                                      
sentry-sdk                                                                     2.56.0                               python                                   
serialize-javascript                                                           4.0.0                                npm                                      
serialize-javascript                                                           6.0.2                                npm                                      
serve-index                                                                    1.9.1                                npm                                      
serve-static                                                                   1.16.2                               npm                                      
set-function-length                                                            1.2.2                                npm                                      
set-function-name                                                              2.0.2                                npm                                      
set-proto                                                                      1.0.0                                npm                                      
setprototypeof                                                                 1.1.0                                npm                                      
setprototypeof                                                                 1.2.0                                npm                                      
setuptools                                                                     70.2.0                               python                                   
sharp                                                                          0.34.5                               npm                                      
shebang-command                                                                2.0.0                                npm                                      
shebang-regex                                                                  3.0.0                                npm                                      
shell-quote                                                                    1.8.3                                npm                                      
shellingham                                                                    1.5.4                                python                                   
side-channel                                                                   1.1.0                                npm                                      
side-channel-list                                                              1.0.0                                npm                                      
side-channel-map                                                               1.0.1                                npm                                      
side-channel-weakmap                                                           1.0.2                                npm                                      
signal-exit                                                                    3.0.7                                npm                                      
signal-exit                                                                    4.1.0                                npm                                      
sisteransi                                                                     1.0.5                                npm                                      
six                                                                            1.17.0                               python                                   
slash                                                                          3.0.0                                npm                                      
slash                                                                          4.0.0                                npm                                      
sniffio                                                                        1.3.1                                python                                   
sockjs                                                                         0.3.24                               npm                                      
source-list-map                                                                2.0.1                                npm                                      
source-map                                                                     0.6.1                                npm                                      
source-map                                                                     0.7.6                                npm                                      
source-map                                                                     0.8.0-beta.0                         npm                                      
source-map-js                                                                  1.2.1                                npm                     (+1 duplicate)   
source-map-loader                                                              3.0.2                                npm                                      
source-map-support                                                             0.5.21                               npm                                      
sourcemap-codec                                                                1.4.8                                npm                                      
soxr                                                                           1.0.0                                python                                   
spdy                                                                           4.0.2                                npm                                      
spdy-transport                                                                 3.0.0                                npm                                      
sprintf-js                                                                     1.0.3                                npm                                      
stable                                                                         0.1.8                                npm                                      
stack-utils                                                                    2.0.6                                npm                                      
stackframe                                                                     1.3.4                                npm                                      
starlette                                                                      1.0.0                                python                                   
static-eval                                                                    2.0.2                                npm                                      
statuses                                                                       1.5.0                                npm                                      
statuses                                                                       2.0.1                                npm                                      
stop-iteration-iterator                                                        1.1.0                                npm                                      
string-length                                                                  4.0.2                                npm                                      
string-length                                                                  5.0.1                                npm                                      
string-natural-compare                                                         3.0.1                                npm                                      
string-width                                                                   4.2.3                                npm                                      
string-width                                                                   5.1.2                                npm                                      
string.prototype.includes                                                      2.0.1                                npm                                      
string.prototype.matchall                                                      4.0.12                               npm                                      
string.prototype.repeat                                                        1.0.0                                npm                                      
string.prototype.trim                                                          1.2.10                               npm                                      
string.prototype.trimend                                                       1.0.9                                npm                                      
string.prototype.trimstart                                                     1.0.8                                npm                                      
string_decoder                                                                 1.1.1                                npm                                      
string_decoder                                                                 1.3.0                                npm                                      
stringify-object                                                               3.3.0                                npm                                      
strip-ansi                                                                     6.0.1                                npm                                      
strip-ansi                                                                     7.1.2                                npm                                      
strip-bom                                                                      3.0.0                                npm                                      
strip-bom                                                                      4.0.0                                npm                                      
strip-comments                                                                 2.0.1                                npm                                      
strip-final-newline                                                            2.0.0                                npm                                      
strip-json-comments                                                            3.1.1                                npm                                      
style-loader                                                                   3.3.4                                npm                                      
styled-jsx                                                                     5.1.6                                npm                                      
stylehacks                                                                     5.1.1                                npm                                      
sucrase                                                                        3.35.0                               npm                                      
supports-color                                                                 5.5.0                                npm                                      
supports-color                                                                 7.2.0                                npm                                      
supports-color                                                                 8.1.1                                npm                                      
supports-hyperlinks                                                            2.3.0                                npm                                      
supports-preserve-symlinks-flag                                                1.0.0                                npm                                      
svg-parser                                                                     2.0.4                                npm                                      
svgo                                                                           1.3.2                                npm                                      
svgo                                                                           2.8.0                                npm                                      
symbol-tree                                                                    3.2.4                                npm                                      
sympy                                                                          1.14.0                               python                                   
tailwindcss                                                                    3.4.18                               npm                                      
tapable                                                                        1.1.3                                npm                                      
tapable                                                                        2.3.0                                npm                                      
tavus-avatar                                                                   0.1.0                                npm                                      
tavus-frontend                                                                 0.1.0                                npm                                      
temp-dir                                                                       2.0.0                                npm                                      
tempy                                                                          0.6.0                                npm                                      
terminal-link                                                                  2.1.1                                npm                                      
terser                                                                         5.44.0                               npm                                      
terser-webpack-plugin                                                          5.3.14                               npm                                      
test-exclude                                                                   6.0.0                                npm                                      
text-table                                                                     0.2.0                                npm                                      
thenify                                                                        3.3.1                                npm                                      
thenify-all                                                                    1.6.0                                npm                                      
throat                                                                         6.0.2                                npm                                      
thunky                                                                         1.1.0                                npm                                      
tmpl                                                                           1.0.5                                npm                                      
to-regex-range                                                                 5.0.1                                npm                                      
toidentifier                                                                   1.0.1                                npm                                      
tokenizers                                                                     0.22.2                               python                                   
torch                                                                          2.11.0                               python                                   
tough-cookie                                                                   4.1.4                                npm                                      
tqdm                                                                           4.67.3                               python                                   
tr46                                                                           1.0.1                                npm                                      
tr46                                                                           2.1.0                                npm                                      
transformers                                                                   5.4.0                                python                                   
tryer                                                                          1.0.1                                npm                                      
ts-interface-checker                                                           0.1.13                               npm                                      
tsconfig-paths                                                                 3.15.0                               npm                                      
tslib                                                                          1.14.1                               npm                                      
tslib                                                                          2.8.1                                npm                     (+1 duplicate)   
tsutils                                                                        3.21.0                               npm                                      
type-check                                                                     0.3.2                                npm                                      
type-check                                                                     0.4.0                                npm                                      
type-detect                                                                    4.0.8                                npm                                      
type-fest                                                                      0.16.0                               npm                                      
type-fest                                                                      0.20.2                               npm                                      
type-fest                                                                      0.21.3                               npm                                      
type-is                                                                        1.6.18                               npm                                      
typed-array-buffer                                                             1.0.3                                npm                                      
typed-array-byte-length                                                        1.0.3                                npm                                      
typed-array-byte-offset                                                        1.0.4                                npm                                      
typed-array-length                                                             1.0.7                                npm                                      
typedarray-to-buffer                                                           3.1.5                                npm                                      
typer                                                                          0.24.1                               python                                   
typescript                                                                     4.9.5                                npm                                      
typing-extensions                                                              4.15.0                               python                                   
typing-inspection                                                              0.4.2                                python                                   
unbox-primitive                                                                1.1.0                                npm                                      
underscore                                                                     1.12.1                               npm                                      
undici-types                                                                   7.14.0                               npm                                      
unicode-canonical-property-names-ecmascript                                    2.0.1                                npm                                      
unicode-match-property-ecmascript                                              2.0.0                                npm                                      
unicode-match-property-value-ecmascript                                        2.2.1                                npm                                      
unicode-property-aliases-ecmascript                                            2.2.0                                npm                                      
unique-string                                                                  2.0.0                                npm                                      
universalify                                                                   0.2.0                                npm                                      
universalify                                                                   2.0.1                                npm                                      
unpipe                                                                         1.0.0                                npm                                      
unquote                                                                        1.1.1                                npm                                      
upath                                                                          1.2.0                                npm                                      
update-browserslist-db                                                         1.1.3                                npm                                      
update-browserslist-db                                                         1.2.3                                npm                                      
uri-js                                                                         4.4.1                                npm                                      
url-parse                                                                      1.5.10                               npm                                      
urllib3                                                                        2.6.3                                python                                   
util-deprecate                                                                 1.0.2                                npm                                      
util.promisify                                                                 1.0.1                                npm                                      
utila                                                                          0.4.0                                npm                                      
utils-merge                                                                    1.0.1                                npm                                      
uuid                                                                           8.3.2                                npm                                      
uvicorn                                                                        0.42.0                               python                                   
uvloop                                                                         0.22.1                               python                                   
v8-to-istanbul                                                                 8.1.1                                npm                                      
vary                                                                           1.1.2                                npm                                      
w3c-hr-time                                                                    1.0.2                                npm                                      
w3c-xmlserializer                                                              2.0.0                                npm                                      
walker                                                                         1.0.8                                npm                                      
watchfiles                                                                     1.1.1                                python                                   
watchpack                                                                      2.4.4                                npm                                      
wbuf                                                                           1.7.3                                npm                                      
webidl-conversions                                                             4.0.2                                npm                                      
webidl-conversions                                                             5.0.0                                npm                                      
webidl-conversions                                                             6.1.0                                npm                                      
webpack                                                                        5.102.0                              npm                                      
webpack-dev-middleware                                                         5.3.4                                npm                                      
webpack-dev-server                                                             4.15.2                               npm                                      
webpack-manifest-plugin                                                        4.1.1                                npm                                      
webpack-sources                                                                1.4.3                                npm                                      
webpack-sources                                                                2.3.1                                npm                                      
webpack-sources                                                                3.3.3                                npm                                      
websocket-driver                                                               0.7.4                                npm                                      
websocket-extensions                                                           0.1.4                                npm                                      
websockets                                                                     15.0.1                               python                                   
whatwg-encoding                                                                1.0.5                                npm                                      
whatwg-fetch                                                                   3.6.20                               npm                                      
whatwg-mimetype                                                                2.3.0                                npm                                      
whatwg-url                                                                     7.1.0                                npm                                      
whatwg-url                                                                     8.7.0                                npm                                      
which                                                                          1.3.1                                npm                                      
which                                                                          2.0.2                                npm                                      
which-boxed-primitive                                                          1.1.1                                npm                                      
which-builtin-type                                                             1.2.1                                npm                                      
which-collection                                                               1.0.2                                npm                                      
which-typed-array                                                              1.1.19                               npm                                      
word-wrap                                                                      1.2.5                                npm                                      
workbox-background-sync                                                        6.6.0                                npm                                      
workbox-broadcast-update                                                       6.6.0                                npm                                      
workbox-build                                                                  6.6.0                                npm                                      
workbox-cacheable-response                                                     6.6.0                                npm                                      
workbox-core                                                                   6.6.0                                npm                                      
workbox-expiration                                                             6.6.0                                npm                                      
workbox-google-analytics                                                       6.6.0                                npm                                      
workbox-navigation-preload                                                     6.6.0                                npm                                      
workbox-precaching                                                             6.6.0                                npm                                      
workbox-range-requests                                                         6.6.0                                npm                                      
workbox-recipes                                                                6.6.0                                npm                                      
workbox-routing                                                                6.6.0                                npm                                      
workbox-strategies                                                             6.6.0                                npm                                      
workbox-streams                                                                6.6.0                                npm                                      
